death_indicators,name,ticker
"Inactive Development,Low Volume,Not indexed,Not Listed on exchanges,Website Down",WORBLI,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",World Football Coin,WSCE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",World Of Battles,WOB
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Worldcoin,WDC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Worldcoinindex,WCI
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Wpcoin,WPC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Wrkzcoin,WRKZ
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",X11Coin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",X12 Coin,X12
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",X13Coin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",X14Coin,X14
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Xari,CN-LITE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xcloudcoin,XCLD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xcoin,XCO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xcrypt token,XCT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xdra,XDRA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xedoscoin,XDC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xencoin,XEN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Xenon,XNN
"Inactive Development,Low Volume,Not Listed on exchanges",Xeonbit,XNB
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Xin Infinity Economics,XIN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Xios,XIOS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Xiscoinbr,XISCOINBR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xivra,XIV
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xrpzero,NIL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xstake,XSTK
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Xtd Coin,XTD
"Inactive Development,Low Volume,Not Listed on exchanges",Xtrabytes,XBY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Xxlcoin,XXL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Xyccahin,XYC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Xyo Network,XYO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yaccoin,YACC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yajucoin,YAJU
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yamashitacoin,YMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yangcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Yearn-Finance Infrastructure Labs,YLAB
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",YFA Finance,
"Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Yfiscurity,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yiffcoin,YIFF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yincoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Yocoin Classic,XYOC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yolo,YOLO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Yoocoin,YOO
"Inactive Twitter,Not indexed,Not Listed on exchanges",Your Everyday Money,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Yuan Bao,YBC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",ZCashDark Coin,ZECD
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Zebi,ZCO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zedcoin,ZED
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zengold,ZGC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zenithcoin,ZTC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zennies,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Zenswap Network Token,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Zerocoin,ZERO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Zest,ZEST
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zeuscoin,ZEU
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Zeux Coin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ziber,ZBR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Ziftrcoin,ZRC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Zilla,ZLA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zodiaccoin,ZOD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zombiecoin,ZMB
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Zsecoin,ZSE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Zucoin,ZCN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Zurcoin,ZUR
